MANAGECOM,GRPCONTNO,APPNTNAME,PLAN,SUBSECTION,RISKCODE,SALECHNEL,AGENTCODE,NUMBER,GEBCLIENT,COMMRATE,TOTPR1,FREQ,EARNED1,CCDATE,DAYS,CLAIM1,NEWIBNR,OLDIBNR,BRANCH
86030101,86200133701,李尔管理（上海）有限,DD,g,MGK01,经纪公司,90200068,3,2,15,2541.9,0,777.66,20090328,86,0.00,0.00,0.00,8603
86030101,86200133701,李尔管理（上海）有限,JDD,g,MGK03,经纪公司,90200068,4,2,15,331.6,0,207.40,20090328,86,0.00,0.00,0.00,8603
86030101,86200133701,李尔管理（上海）有限,WMP,g,NIK03,经纪公司,90200068,11,2,10,235084.9,17,80580.87,20090328,86,25744.20,534.26,17169.30,8603
86030101,86200133701,李尔管理（上海）有限,ADD,g,NMK01,经纪公司,90200068,1,2,15,5927.5,0,1861.43,20090328,86,0.00,0.00,0.00,8603
86030101,86200133702,李尔管理（上海）有限,DD,g,MGK01,经纪公司,90200068,3,2,15,3021.5,0,2295.75,20100328,279,0.00,0.00,0.00,8603
86030101,86200133702,李尔管理（上海）有限,JDD,g,MGK03,经纪公司,90200068,4,2,15,993.9,0,734.71,20100328,103,0.00,0.00,0.00,8603
86030101,86200133702,李尔管理（上海）有限,WMP,g,NIK07,经纪公司,90200068,11,2,10,326465.8,41,246827.36,20100328,68,32037.89,18553.96,0.00,8603
86030101,86200133702,李尔管理（上海）有限,ADD,g,NMK01,经纪公司,90200068,1,2,15,7318.9,0,5551.75,20100328,103,0.00,0.00,0.00,8603
86030101,862001340,德宁管理咨询（上海）,WMP,g,NIK03,内勤销售,90200111,11,2,0,0.0,0,0.00,20070601,-579,0.00,0.00,0.00,8603
86030101,862001340,德宁管理咨询（上海）,ADD,g,NMK01,内勤销售,90200111,1,2,0,0.0,0,0.00,20070601,-579,0.00,0.00,0.00,8603
86030101,862001341,德宁管理咨询（上海）,TL,g,NAK01,内勤销售,90200115,7,2,0,0.0,0,0.00,20080601,-214,0.00,0.00,0.00,8603
86030101,862001341,德宁管理咨询（上海）,WMP,g,NIK03,内勤销售,90200115,11,2,0,0.0,1,0.00,20080601,-214,369.55,0.00,343.36,8603
86030101,862001342,上海祥云建筑工程咨询,WMP,g,NIK03,内勤销售,90200126,11,2,0,52912.0,41,21889.62,20090601,151,50904.63,1774.98,26435.43,8603
86030101,862001342,上海祥云建筑工程咨询,ADD,g,NMK01,内勤销售,90200126,1,2,0,240.0,0,99.29,20090601,151,0.00,0.00,0.00,8603
86030101,86200134200,嘉吉投资(中国)有限公,DD,g,MGK01,经纪公司,90200057,3,1,15,0.0,0,0.00,20080101,-468,0.00,0.00,0.00,8603
86030101,86200134200,嘉吉投资(中国)有限公,JDD,g,MGK03,经纪公司,90200057,4,1,15,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8603
86030101,86200134200,嘉吉投资(中国)有限公,HI,g,MKK01,经纪公司,90200057,12,1,10,0.0,0,0.00,20080101,-468,0.00,0.00,0.00,8603
86030101,86200134200,嘉吉投资(中国)有限公,TL,g,NAK01,经纪公司,90200057,7,1,15,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8603
86030101,86200134200,嘉吉投资(中国)有限公,CMM,g,NIK01,经纪公司,90200057,10,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8603
86030101,862001350,阿特金斯顾问（深圳）,AMR,g,MIK01,内勤销售,90200107,9,2,15,0.0,0,0.00,20070401,-640,0.00,0.00,0.00,8603
86030101,862001350,阿特金斯顾问（深圳）,TL,g,NAK01,内勤销售,90200107,7,2,10,0.0,0,0.00,20070401,-640,0.00,0.00,0.00,8603
86030101,862001350,阿特金斯顾问（深圳）,CMM,g,NIK01,内勤销售,90200107,10,2,15,0.0,0,0.00,20070401,-640,0.00,0.00,0.00,8603
86030101,862001350,阿特金斯顾问（深圳）,SMM,g,NIK02,内勤销售,90200107,13,2,15,0.0,0,0.00,20070401,-640,0.00,0.00,0.00,8603
86030101,862001350,阿特金斯顾问（深圳）,ADD,g,NMK01,内勤销售,90200107,1,2,10,0.0,0,0.00,20070401,-640,0.00,0.00,0.00,8603
86030101,862001351,阿特金斯顾问（深圳）,AMR,g,MIK01,经纪公司,90200060,9,2,10,0.0,0,0.00,20080401,-365,0.00,0.00,0.00,8603
86030101,862001351,阿特金斯顾问（深圳）,TL,g,NAK01,经纪公司,90200060,7,2,10,0.0,0,0.00,20080401,-300,0.00,0.00,0.00,8603
86030101,862001351,阿特金斯顾问（深圳）,CMM,g,NIK01,经纪公司,90200060,10,2,10,0.0,0,0.00,20080401,-487,0.00,0.00,0.00,8603
86030101,862001351,阿特金斯顾问（深圳）,SMM,g,NIK02,经纪公司,90200060,13,2,10,0.0,5,0.00,20080401,-275,1948.56,0.00,1948.56,8603
86030101,862001351,阿特金斯顾问（深圳）,ADD,g,NMK01,经纪公司,90200060,1,2,10,0.0,0,0.00,20080401,-412,0.00,0.00,0.00,8603
86030101,862001352,阿特金斯顾问（深圳）,TL,g,NAK01,经纪公司,90200060,7,2,15,50164.8,0,12676.43,20090401,90,0.00,0.00,0.00,8603
86030101,862001352,阿特金斯顾问（深圳）,CMM,g,NIK01,经纪公司,90200060,10,2,10,37465.8,21,10001.62,20090401,90,4403.49,220.44,2959.18,8603
86030101,862001352,阿特金斯顾问（深圳）,SMM,g,NIK02,经纪公司,90200060,13,2,10,189802.2,266,47528.30,20090401,90,98543.36,7678.28,53392.88,8603
86030101,862001352,阿特金斯顾问（深圳）,ADD,g,NMK01,经纪公司,90200060,1,2,15,50164.8,0,12676.43,20090401,90,0.00,0.00,0.00,8603
86030101,862001353,阿特金斯顾问（深圳）,TL,g,NAK01,经纪公司,90200060,7,2,15,48190.5,0,36555.55,20100401,84,0.00,0.00,0.00,8603
86030101,862001353,阿特金斯顾问（深圳）,CMM,g,NIK01,经纪公司,90200060,10,2,10,59242.3,51,42918.95,20100401,129,15266.01,13114.18,0.00,8603
86030101,862001353,阿特金斯顾问（深圳）,SMM,g,NIK02,经纪公司,90200060,13,2,10,199702.4,368,152001.23,20100401,84,169078.80,55012.94,0.00,8603
86030101,862001353,阿特金斯顾问（深圳）,ADD,g,NMK01,经纪公司,90200060,1,2,15,48190.5,0,36555.55,20100401,144,0.00,0.00,0.00,8603
86030101,862001360,ALIXPARTNERS ASIA LL,WMP,g,NIK03,经纪公司,90200069,11,2,10,0.0,0,0.00,20070701,-549,0.00,0.00,0.00,8603
86030101,862001361,ALIXPARTNERS ASIA LL,WMP,g,NIK03,内勤销售,90200115,11,2,0,0.0,1,0.00,20080701,-184,861.03,0.00,800.00,8603
86030101,862001362,艾睿铂投资咨询(上海),WMP,g,NIK03,内勤销售,90200115,11,2,0,96624.3,47,51779.02,20090701,24,37339.29,1785.02,17569.59,8603
86030101,862001363,艾睿铂投资咨询(上海),WMP,g,NIK03,内勤销售,90200106,11,2,0,97070.7,10,48602.30,20100701,61,7216.31,7986.82,0.00,8603
86030101,862001370,安永华明会计师事务所,AMR,g,MIK01,内勤销售,90200108,9,1,0,0.0,0,0.00,20070611,-569,0.00,0.00,0.00,8603
86030101,862001370,安永华明会计师事务所,TL,g,NAK01,内勤销售,90200108,7,1,0,0.0,0,0.00,20070611,-569,0.00,0.00,0.00,8603
86030101,862001370,安永华明会计师事务所,ADD,g,NMK01,内勤销售,90200108,1,1,0,0.0,0,0.00,20070611,-569,0.00,0.00,0.00,8603
86030101,862001380,日本三井住友银行股份,DD,g,MGK01,内勤销售,90200115,3,1,0,0.0,0,0.00,20070608,-572,0.00,0.00,0.00,8603
86030101,862001380,日本三井住友银行股份,AMR,g,MIK01,内勤销售,90200115,9,1,0,0.0,0,0.00,20070608,-612,0.00,0.00,0.00,8603
86030101,862001380,日本三井住友银行股份,HI,g,MKK01,内勤销售,90200115,12,1,0,0.0,0,0.00,20070608,-572,0.00,0.00,0.00,8603
86030101,862001380,日本三井住友银行股份,DI,g,MMK01,内勤销售,90200115,2,1,0,0.0,0,0.00,20070608,-603,0.00,0.00,0.00,8603
86030101,862001380,日本三井住友银行股份,CMM,g,NIK01,内勤销售,90200115,10,1,0,0.0,0,0.00,20070608,-639,0.00,0.00,0.00,8603
86030101,862001380,日本三井住友银行股份,SMM,g,NIK02,内勤销售,90200115,13,1,0,0.0,0,0.00,20070608,-594,0.00,0.00,0.00,8603
86030101,862001380,日本三井住友银行股份,ADD,g,NMK01,内勤销售,90200115,1,1,0,0.0,0,0.00,20070608,-572,0.00,0.00,0.00,8603
86030101,862001381,日本三井住友银行股份,DD,g,MGK01,内勤销售,90200115,3,1,0,0.0,0,0.00,20080608,-554,0.00,0.00,0.00,8603
86030101,862001381,日本三井住友银行股份,AMR,g,MIK01,内勤销售,90200115,9,1,0,0.0,0,0.00,20080608,-457,0.00,0.00,0.00,8603
86030101,862001381,日本三井住友银行股份,HI,g,MKK01,内勤销售,90200115,12,1,0,0.0,0,0.00,20080608,-457,0.00,0.00,0.00,8603
86030101,862001381,日本三井住友银行股份,DI,g,MMK01,内勤销售,90200115,2,1,0,0.0,0,0.00,20080608,-457,0.00,0.00,0.00,8603
86030101,862001381,日本三井住友银行股份,CMM,g,NIK01,内勤销售,90200115,10,1,0,0.0,0,0.00,20080608,-457,0.00,0.00,0.00,8603
86030101,862001381,日本三井住友银行股份,SMM,g,NIK02,内勤销售,90200115,13,1,0,0.0,0,0.00,20080608,-504,0.00,0.00,0.00,8603
86030101,862001381,日本三井住友银行股份,ADD,g,NMK01,内勤销售,90200115,1,1,0,0.0,0,0.00,20080608,-457,0.00,0.00,0.00,8603
86030101,862001382,日本三井住友银行股份,DD,g,MGK01,经纪公司,90200059,3,1,15,0.0,0,0.00,20081001,-275,0.00,0.00,0.00,8603
86030101,862001382,日本三井住友银行股份,AMR,g,MIK01,经纪公司,90200059,9,1,15,0.0,0,0.00,20081001,-275,0.00,0.00,0.00,8603
86030101,862001382,日本三井住友银行股份,HI,g,MKK01,经纪公司,90200059,12,1,15,0.0,0,0.00,20081001,-275,0.00,0.00,0.00,8603
86030101,862001382,日本三井住友银行股份,DI,g,MMK01,经纪公司,90200059,2,1,15,0.0,0,0.00,20081001,-275,0.00,0.00,0.00,8603
86030101,862001382,日本三井住友银行股份,CMM,g,NIK01,经纪公司,90200059,10,1,10,0.0,0,0.00,20081001,-275,0.00,0.00,0.00,8603
86030101,862001382,日本三井住友银行股份,SMM,g,NIK02,经纪公司,90200059,13,1,10,0.0,2,0.00,20081001,-275,164.00,0.00,164.00,8603
86030101,862001382,日本三井住友银行股份,ADD,g,NMK01,经纪公司,90200059,1,1,15,0.0,0,0.00,20081001,-275,0.00,0.00,0.00,8603
86030101,862001383,日本三井住友银行股份,DD,g,MGK01,经纪公司,90200059,3,1,15,0.0,0,0.00,20090401,-245,0.00,0.00,0.00,8603
86030101,862001383,日本三井住友银行股份,AMR,g,MIK01,经纪公司,90200059,9,1,15,0.0,0,0.00,20090401,-245,0.00,0.00,0.00,8603
86030101,862001383,日本三井住友银行股份,HI,g,MKK01,经纪公司,90200059,12,1,10,0.0,0,0.00,20090401,-245,0.00,0.00,0.00,8603
86030101,862001383,日本三井住友银行股份,DI,g,MMK01,经纪公司,90200059,2,1,15,0.0,0,0.00,20090401,-245,0.00,0.00,0.00,8603
86030101,862001383,日本三井住友银行股份,CMM,g,NIK01,经纪公司,90200059,10,1,10,0.0,0,0.00,20090401,-245,0.00,0.00,0.00,8603
86030101,862001383,日本三井住友银行股份,SMM,g,NIK02,经纪公司,90200059,13,1,10,0.0,1,0.00,20090401,-245,34.45,0.00,34.45,8603
86030101,862001383,日本三井住友银行股份,ADD,g,NMK01,经纪公司,90200059,1,1,15,0.0,0,0.00,20090401,-245,0.00,0.00,0.00,8603
86030101,862001384,三井住友银行(中国)有,DD,g,MGK01,经纪公司,90200059,3,1,15,0.0,0,0.00,20090501,-153,0.00,0.00,0.00,8603
86030101,862001384,三井住友银行(中国)有,AMR,g,MIK01,经纪公司,90200059,9,1,15,0.0,0,0.00,20090501,-153,0.00,0.00,0.00,8603
86030101,862001384,三井住友银行(中国)有,HI,g,MKK01,经纪公司,90200059,12,1,10,0.0,0,0.00,20090501,-153,0.00,0.00,0.00,8603
86030101,862001384,三井住友银行(中国)有,DI,g,MMK01,经纪公司,90200059,2,1,15,0.0,0,0.00,20090501,-153,0.00,0.00,0.00,8603
86030101,862001384,三井住友银行(中国)有,CMM,g,NIK01,经纪公司,90200059,10,1,10,0.0,1,0.00,20090501,-153,8000.00,0.00,8000.00,8603
86030101,862001384,三井住友银行(中国)有,SMM,g,NIK02,经纪公司,90200059,13,1,10,0.0,10,0.00,20090501,-153,9140.22,0.00,9140.22,8603
86030101,862001384,三井住友银行(中国)有,ADD,g,NMK01,经纪公司,90200059,1,1,15,0.0,0,0.00,20090501,-153,0.00,0.00,0.00,8603
86030101,862001390,上海金森石油树脂有限,TL,g,NAK01,内勤销售,90200108,7,2,0,0.0,0,0.00,20070710,-540,0.00,0.00,0.00,8603
86030101,862001390,上海金森石油树脂有限,CMM,g,NIK01,内勤销售,90200108,10,2,0,0.0,0,0.00,20070710,-656,0.00,0.00,0.00,8603
86030101,862001390,上海金森石油树脂有限,SMM,g,NIK02,内勤销售,90200108,13,2,0,0.0,0,0.00,20070710,-540,0.00,0.00,0.00,8603
86030101,862001390,上海金森石油树脂有限,ADD,g,NMK01,内勤销售,90200108,1,2,0,0.0,0,0.00,20070710,-657,0.00,0.00,0.00,8603
86030101,862001391,上海金森石油树脂有限,TL,g,NAK01,内勤销售,90200108,7,2,0,0.0,0,0.00,20080710,-175,0.00,0.00,0.00,8603
86030101,862001391,上海金森石油树脂有限,CMM,g,NIK01,内勤销售,90200108,10,2,0,0.0,1,0.00,20080710,-175,25.40,0.00,25.40,8603
86030101,862001391,上海金森石油树脂有限,SMM,g,NIK02,内勤销售,90200108,13,2,0,0.0,4,0.00,20080710,-175,783.44,0.00,783.44,8603
86030101,862001391,上海金森石油树脂有限,ADD,g,NMK01,内勤销售,90200108,1,2,0,0.0,0,0.00,20080710,-501,0.00,0.00,0.00,8603
86030101,862001392,上海金森石油树脂有限,TL,g,NAK01,内勤销售,90200108,7,2,0,12793.9,0,6643.05,20090710,190,0.00,0.00,0.00,8603
86030101,862001392,上海金森石油树脂有限,CMM,g,NIK01,内勤销售,90200108,10,2,0,11705.3,23,6166.75,20090710,190,3043.68,195.13,1941.11,8603
86030101,862001392,上海金森石油树脂有限,SMM,g,NIK02,内勤销售,90200108,13,2,0,78922.3,202,40977.84,20090710,190,57516.74,6704.23,15735.59,8603
86030101,862001392,上海金森石油树脂有限,ADD,g,NMK01,内勤销售,90200108,1,2,0,15992.3,0,8303.55,20090710,190,0.00,0.00,0.00,8603
86030101,862001393,上海金森石油树脂有限,TL,g,NAK01,内勤销售,90200106,7,2,0,12445.0,0,6114.10,20100710,48,0.00,0.00,0.00,8603
86030101,862001393,上海金森石油树脂有限,CMM,g,NIK01,内勤销售,90200106,10,2,0,10347.0,15,5099.88,20100710,175,2258.73,1624.57,0.00,8603
86030101,862001393,上海金森石油树脂有限,SMM,g,NIK02,内勤销售,90200106,13,2,0,80503.2,111,39551.05,20100710,48,30874.67,19986.88,0.00,8603
86030101,862001393,上海金森石油树脂有限,ADD,g,NMK01,内勤销售,90200106,1,2,0,15556.3,0,7642.83,20100710,175,0.00,0.00,0.00,8603
86030101,862001400,德固赛（中国）投资有,WMP,g,NIK03,内勤销售,90200106,11,1,0,0.0,0,0.00,20070601,-579,0.00,0.00,0.00,8603
86030101,862001401,赢创德固赛（中国）投,SMM,g,NIK02,内勤销售,90200106,13,1,0,0.0,0,0.00,20080601,-214,0.00,0.00,0.00,8603
86030101,862001401,赢创德固赛（中国）投,WMP,g,NIK03,内勤销售,90200106,11,1,0,0.0,7,0.00,20080601,-214,10537.64,0.00,9790.72,8603
86030101,862001402,赢创德固赛（中国）投,WMP,g,NIK03,内勤销售,90200106,11,1,0,0.0,26,0.00,20090601,-183,27922.40,0.00,25943.23,8603
86030101,862001403,赢创德固赛（中国）投,SMM,g,NIK02,经纪公司,90200054,13,1,0,0.0,3,0.00,20090801,212,9707.00,624.45,5940.00,8603
86030101,862001403,赢创德固赛（中国）投,WMP,g,NIK03,经纪公司,90200054,11,1,10,921610.4,448,542422.42,20090801,61,580008.33,18041.59,193663.57,8603
86030101,862001404,赢创德固赛（中国）投,TL,g,NAK01,经纪公司,90200054,7,1,10,112426.2,0,66682.95,20090801,183,0.00,0.00,0.00,8603
86030101,862001404,赢创德固赛（中国）投,ADD,g,NMK01,经纪公司,90200054,1,1,10,13636.9,0,8230.67,20090801,-69,0.00,0.00,0.00,8603
86030101,862001405,赢创德固赛（中国）投,SMM,g,NIK02,经纪公司,90200054,13,1,0,0.0,0,0.00,20100801,153,0.00,0.00,0.00,8603
86030101,862001405,赢创德固赛（中国）投,WMP,g,NIK03,经纪公司,90200054,11,1,10,911118.0,87,381920.63,20100801,153,104480.87,186705.92,0.00,8603
86030101,862001406,赢创德固赛（中国）投,TL,g,NAK01,经纪公司,90200054,7,1,15,113958.0,0,47768.68,20100801,153,0.00,0.00,0.00,8603
86030101,862001406,赢创德固赛（中国）投,ADD,g,NMK01,经纪公司,90200054,1,1,15,13500.0,0,5658.93,20100801,153,0.00,0.00,0.00,8603
86030101,862001410,上海惠生化工工程有限,DD,g,MGK01,内勤销售,90200113,3,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001410,上海惠生化工工程有限,DI,g,MMK01,内勤销售,90200113,2,2,0,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001410,上海惠生化工工程有限,CMM,g,NIK01,内勤销售,90200113,10,2,10,0.0,3,0.00,20070620,-560,333.20,0.00,333.20,8603
86030101,862001410,上海惠生化工工程有限,SMM,g,NIK02,内勤销售,90200113,13,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001410,上海惠生化工工程有限,ADD,g,NMK01,内勤销售,90200113,1,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001411,上海惠生化工工程有限,DD,g,MGK01,经纪公司,90200063,3,2,15,0.0,0,0.00,20080620,-195,0.00,0.00,0.00,8603
86030101,862001411,上海惠生化工工程有限,DI,g,MMK01,经纪公司,90200063,2,2,15,0.0,0,0.00,20080620,-195,0.00,0.00,0.00,8603
86030101,862001411,上海惠生化工工程有限,TL,g,NAK01,经纪公司,90200063,7,2,15,0.0,0,0.00,20080620,-195,0.00,0.00,0.00,8603
86030101,862001411,上海惠生化工工程有限,CMM,g,NIK01,经纪公司,90200063,10,2,10,0.0,56,0.00,20080620,-195,27743.33,0.00,27743.33,8603
86030101,862001411,上海惠生化工工程有限,SMM,g,NIK02,经纪公司,90200063,13,2,10,0.0,39,0.00,20080620,-195,13861.15,0.00,13861.15,8603
86030101,862001411,上海惠生化工工程有限,ADD,g,NMK01,经纪公司,90200063,1,2,15,0.0,0,0.00,20080620,-195,0.00,0.00,0.00,8603
86030101,862001412,惠生工程（中国）有限,DD,g,MGK01,内勤销售,90200120,3,2,15,149305.9,0,71648.79,20090620,167,0.00,0.00,0.00,8603
86030101,862001412,惠生工程（中国）有限,DI,g,MMK01,内勤销售,90200120,2,2,15,160.0,0,74.52,20090620,170,0.00,0.00,0.00,8603
86030101,862001412,惠生工程（中国）有限,TL,g,NAK01,内勤销售,90200120,7,2,15,26296.5,0,12622.76,20090620,170,0.00,0.00,0.00,8603
86030101,862001412,惠生工程（中国）有限,CMM,g,NIK01,内勤销售,90200120,10,2,10,698857.9,908,335723.01,20090620,170,305212.44,26099.04,118324.61,8603
86030101,862001412,惠生工程（中国）有限,SMM,g,NIK02,内勤销售,90200120,13,2,10,1024078.6,1703,496275.83,20090620,170,715944.36,71526.81,249656.39,8603
86030101,862001412,惠生工程（中国）有限,ADD,g,NMK01,内勤销售,90200120,1,2,15,440909.0,0,211715.27,20090620,139,0.00,0.00,0.00,8603
86030101,862001413,惠生工程（中国）有限,DD,g,MGK01,经纪公司,90200054,3,2,15,152183.1,0,81409.63,20100620,94,0.00,0.00,0.00,8603
86030101,862001413,惠生工程（中国）有限,DI,g,MMK01,经纪公司,90200054,2,2,15,60.0,0,32.05,20100620,195,0.00,0.00,0.00,8603
86030101,862001413,惠生工程（中国）有限,TL,g,NAK01,经纪公司,90200054,7,2,15,26859.7,0,14366.33,20100620,184,0.00,0.00,0.00,8603
86030101,862001413,惠生工程（中国）有限,CMM,g,NIK01,经纪公司,90200054,10,2,10,556143.0,426,296615.06,20100620,195,139985.44,104043.77,0.00,8603
86030101,862001413,惠生工程（中国）有限,SMM,g,NIK02,经纪公司,90200054,13,2,10,1205975.5,1106,645142.32,20100620,180,459332.53,253223.34,0.00,8603
86030101,862001413,惠生工程（中国）有限,ADD,g,NMK01,经纪公司,90200054,1,2,15,405468.2,0,216906.77,20100620,195,0.00,0.00,0.00,8603
86030101,862001420,上海惠生生物工程有限,DD,g,MGK01,内勤销售,90200113,3,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001420,上海惠生生物工程有限,CMM,g,NIK01,内勤销售,90200113,10,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001420,上海惠生生物工程有限,SMM,g,NIK02,内勤销售,90200113,13,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001420,上海惠生生物工程有限,ADD,g,NMK01,内勤销售,90200113,1,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001430,惠生(南京)化工有限公,DD,g,MGK01,内勤销售,90200113,3,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001430,惠生(南京)化工有限公,CMM,g,NIK01,内勤销售,90200113,10,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001430,惠生(南京)化工有限公,SMM,g,NIK02,内勤销售,90200113,13,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001430,惠生(南京)化工有限公,ADD,g,NMK01,内勤销售,90200113,1,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001440,惠生（南通）重工有限,DD,g,MGK01,内勤销售,90200113,3,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001440,惠生（南通）重工有限,CMM,g,NIK01,内勤销售,90200113,10,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001440,惠生（南通）重工有限,SMM,g,NIK02,内勤销售,90200113,13,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001440,惠生（南通）重工有限,ADD,g,NMK01,内勤销售,90200113,1,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,86200144600,德国商业银行股份有限,DD,g,MGK01,经纪公司,90200054,3,1,15,0.0,0,0.00,20080501,-486,0.00,0.00,0.00,8603
86030101,86200144600,德国商业银行股份有限,AMR,g,MIK01,经纪公司,90200054,9,1,10,0.0,0,0.00,20080501,-245,0.00,0.00,0.00,8603
86030101,86200144600,德国商业银行股份有限,HI,g,MKK01,经纪公司,90200054,12,1,10,0.0,0,0.00,20080501,-486,0.00,0.00,0.00,8603
86030101,86200144600,德国商业银行股份有限,TL,g,NAK01,经纪公司,90200054,7,1,15,0.0,0,0.00,20080501,-245,0.00,0.00,0.00,8603
86030101,86200144600,德国商业银行股份有限,CMM,g,NIK01,经纪公司,90200054,10,1,10,0.0,2,0.00,20080501,-245,464.69,0.00,464.69,8603
86030101,86200144600,德国商业银行股份有限,SMM,g,NIK02,经纪公司,90200054,13,1,10,0.0,1,0.00,20080501,-486,63.90,0.00,63.90,8603
86030101,86200144600,德国商业银行股份有限,ADD,g,NMK01,经纪公司,90200054,1,1,15,0.0,0,0.00,20080501,-245,0.00,0.00,0.00,8603
86030101,86200144600,德国商业银行股份有限,PCA,g,NMK02,经纪公司,90200054,6,1,15,0.0,0,0.00,20080501,-486,0.00,0.00,0.00,8603
86030101,86200144601,德国商业银行股份有限,DD,g,MGK01,经纪公司,90200054,3,1,15,28407.3,0,19174.29,20090501,214,0.00,0.00,0.00,8603
86030101,86200144601,德国商业银行股份有限,AMR,g,MIK01,经纪公司,90200054,9,1,10,4842.4,0,3292.17,20090501,97,0.00,0.00,0.00,8603
86030101,86200144601,德国商业银行股份有限,HI,g,MKK01,经纪公司,90200054,12,1,10,8703.9,3,5885.56,20090501,214,1300.00,81.00,800.00,8603
86030101,86200144601,德国商业银行股份有限,TL,g,NAK01,经纪公司,90200054,7,1,10,13918.5,0,9214.73,20090501,97,0.00,0.00,0.00,8603
86030101,86200144601,德国商业银行股份有限,CMM,g,NIK01,经纪公司,90200054,10,1,10,93788.8,63,61811.22,20090501,334,23131.67,6443.67,9603.77,8603
86030101,86200144601,德国商业银行股份有限,SMM,g,NIK02,经纪公司,90200054,13,1,10,138578.9,218,95106.91,20090501,365,77342.96,24409.15,10046.45,8603
86030101,86200144601,德国商业银行股份有限,ADD,g,NMK01,经纪公司,90200054,1,1,15,22636.7,0,15350.36,20090501,214,0.00,0.00,0.00,8603
86030101,86200144601,德国商业银行股份有限,PCA,g,NMK03,经纪公司,90200054,6,1,15,4148.2,0,2820.82,20090501,365,0.00,0.00,0.00,8603
86030101,86200144800,华嘉食品有限公司,CMM,g,NIK01,经纪公司,90200057,10,2,10,0.0,0,0.00,20080601,-275,0.00,0.00,0.00,8603
86030101,86200144800,华嘉食品有限公司,SMM,g,NIK02,经纪公司,90200057,13,2,10,0.0,0,0.00,20080601,-275,0.00,0.00,0.00,8603
86030101,86200144800,华嘉食品有限公司,ADD,g,NMK01,经纪公司,90200057,1,2,15,0.0,0,0.00,20080601,-275,0.00,0.00,0.00,8603
86030101,86200144801,华嘉食品有限公司,CMM,g,NIK01,经纪公司,90200057,10,2,10,14447.0,3,4539.45,20090401,90,375.89,23.55,178.06,8603
86030101,86200144801,华嘉食品有限公司,SMM,g,NIK02,经纪公司,90200057,13,2,10,70202.4,29,18204.65,20090401,-152,9686.13,896.80,4470.37,8603
86030101,86200144801,华嘉食品有限公司,ADD,g,NMK01,经纪公司,90200057,1,2,15,3692.5,0,980.02,20090401,90,0.00,0.00,0.00,8603
86030101,86200144802,华嘉食品有限公司,TL,g,NAK01,经纪公司,90200057,7,2,15,10054.1,0,7524.32,20100401,275,0.00,0.00,0.00,8603
86030101,86200144802,华嘉食品有限公司,CMM,g,NIK01,经纪公司,90200057,10,2,10,15997.8,2,11855.34,20100401,214,824.90,215.19,0.00,8603
86030101,86200144802,华嘉食品有限公司,SMM,g,NIK02,经纪公司,90200057,13,2,10,72799.7,40,54553.24,20100401,275,18248.42,3173.40,0.00,8603
86030101,86200144802,华嘉食品有限公司,ADD,g,NMK01,经纪公司,90200057,1,2,15,3910.0,0,2926.10,20100401,63,0.00,0.00,0.00,8603
86030101,862001450,上海惠生通讯技术有限,DD,g,MGK01,内勤销售,90200113,3,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001450,上海惠生通讯技术有限,CMM,g,NIK01,内勤销售,90200113,10,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001450,上海惠生通讯技术有限,SMM,g,NIK02,内勤销售,90200113,13,2,10,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001450,上海惠生通讯技术有限,ADD,g,NMK01,内勤销售,90200113,1,2,15,0.0,0,0.00,20070620,-560,0.00,0.00,0.00,8603
86030101,862001460,南京利丰英和商贸有限,AMR,g,MIK01,内勤销售,90200106,9,2,10,0.0,0,0.00,20070628,-731,0.00,0.00,0.00,8603
