MANAGECOM,GRPCONTNO,APPNTNAME,PLAN,SUBSECTION,RISKCODE,SALECHNEL,AGENTCODE,NUMBER,GEBCLIENT,COMMRATE,TOTPR1,FREQ,EARNED1,CCDATE,DAYS,CLAIM1,NEWIBNR,OLDIBNR,BRANCH
86010101,830000040,中国石油集团工程设计,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20060405,-1002,0.00,0.00,0.00,8601
86010101,830000040,中国石油集团工程设计,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20060405,-1002,0.00,0.00,0.00,8601
86010101,830000040,中国石油集团工程设计,PCA,c,NMK02,关联业务,90300090,6,2,0,0.0,0,0.00,20060405,-1002,0.00,0.00,0.00,8601
86010101,830000141,北京奔驰－戴姆勒－克,CMM,g,NIK01,直销,90300102,10,1,2,0.0,2,0.00,20070101,-731,177.39,0.00,177.39,8601
86010101,830000141,北京奔驰－戴姆勒－克,SMM,g,NIK12,直销,90300102,13,1,2,0.0,0,0.00,20070101,-852,0.00,0.00,0.00,8601
86010101,830000141,北京奔驰－戴姆勒－克,ADD,g,NMK01,直销,90300102,1,1,2,0.0,0,0.00,20070101,-731,0.00,0.00,0.00,8601
86010101,830000142,北京奔驰-戴姆勒.克莱,CMM,g,NIK01,直销,90300102,10,1,5,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,830000142,北京奔驰-戴姆勒.克莱,SMM,g,NIK12,直销,90300102,13,1,5,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,830000142,北京奔驰-戴姆勒.克莱,ADD,g,NMK01,直销,90300102,1,1,15,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,830000143,北京奔驰-戴姆勒.克莱,CMM,g,NIK01,直销,90300102,10,1,2,0.0,7,0.00,20080101,-365,1134.31,0.00,1134.31,8601
86010101,830000143,北京奔驰-戴姆勒.克莱,SMM,g,NIK12,直销,90300102,13,1,2,0.0,11,0.00,20080101,-365,2078.02,0.00,2078.02,8601
86010101,830000143,北京奔驰-戴姆勒.克莱,ADD,g,NMK01,直销,90300102,1,1,15,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,830000144,北京奔驰-戴姆勒.克莱,CMM,g,NIK01,直销,90300102,10,1,2,493130.5,429,0.00,20090101,0,187174.58,684.26,187174.58,8601
86010101,830000144,北京奔驰-戴姆勒.克莱,SMM,g,NIK12,直销,90300102,13,1,2,3044480.0,3537,0.00,20090101,0,1349431.17,0.00,1349431.17,8601
86010101,830000144,北京奔驰-戴姆勒.克莱,ADD,g,NMK01,直销,90300102,1,1,15,10063.8,0,0.00,20090101,0,0.00,0.00,0.00,8601
86010101,830000250,中国石油天然气股份有,AMR,c,MIK01,关联业务,90300090,9,2,15,0.0,0,0.00,20060427,-980,0.00,0.00,0.00,8601
86010101,830000250,中国石油天然气股份有,ADD,c,NMK01,关联业务,90300090,1,2,15,0.0,0,0.00,20060427,-980,0.00,0.00,0.00,8601
86010101,830000250,中国石油天然气股份有,PCA,c,NMK02,关联业务,90300090,6,2,15,0.0,0,0.00,20060427,-980,0.00,0.00,0.00,8601
86010101,830000251,中国石油天然气股份有,AMR,c,MIK01,关联业务,90300090,9,2,15,0.0,0,0.00,20070427,-614,0.00,0.00,0.00,8601
86010101,830000251,中国石油天然气股份有,ADD,c,NMK01,关联业务,90300090,1,2,15,0.0,0,0.00,20070427,-614,0.00,0.00,0.00,8601
86010101,830000251,中国石油天然气股份有,PCA,c,NMK02,关联业务,90300090,6,2,15,0.0,0,0.00,20070427,-614,0.00,0.00,0.00,8601
86010101,830000252,中国石油天然气股份有,PCA,c,NMK03,关联业务,90300090,6,2,0,0.0,0,0.00,20080427,-249,0.00,0.00,0.00,8601
86010101,830000270,爱尔康(中国)眼科产品,TL,g,NAK01,经纪公司,90300052,7,1,10,0.0,0,0.00,20060424,-983,0.00,0.00,0.00,8601
86010101,830000271,爱尔康(中国)眼科产品,TL,g,NAK01,经纪公司,90300052,7,1,10,0.0,0,0.00,20070424,-617,0.00,0.00,0.00,8601
86010101,830000272,爱尔康（中国）眼科产,TL,g,NAK01,内勤销售,90300088,7,1,0,0.0,0,0.00,20080424,-252,0.00,0.00,0.00,8601
86010101,830000273,爱尔康（中国）眼科产,TL,g,NAK01,内勤销售,90300088,7,1,0,128837.2,0,41629.10,20090424,113,0.00,0.00,0.00,8601
86010101,830000274,爱尔康(中国)眼科产品,TL,g,NAK01,内勤销售,90300088,7,1,0,113880.5,0,113880.50,20100424,179,0.00,0.00,0.00,8601
86010101,830000280,达科信息科技(北京)有,AMR,g,MIK01,直销,90300104,9,1,15,0.0,0,0.00,20060401,-1293,0.00,0.00,0.00,8601
86010101,830000280,达科信息科技(北京)有,ADD,g,NMK01,直销,90300104,1,1,15,0.0,0,0.00,20060401,-1006,0.00,0.00,0.00,8601
86010101,830000281,达科信息科技(北京)有,AMR,g,MIK01,经纪公司,90300052,9,1,15,0.0,0,0.00,20070401,-640,0.00,0.00,0.00,8601
86010101,830000281,达科信息科技(北京)有,ADD,g,NMK01,经纪公司,90300052,1,1,15,0.0,0,0.00,20070401,-640,0.00,0.00,0.00,8601
86010101,83000029500,中国石油天然气集团公,SMM,c,NIK12,关联业务,90300090,13,2,0,0.0,5,0.00,20070101,-883,1694.58,0.00,1694.58,8601
86010101,83000029501,中国石油天然气集团公,SMM,c,NIK12,关联业务,90300090,13,2,0,0.0,138,0.00,20080101,-365,61530.82,0.00,61530.82,8601
86010101,83000029502,中国石油天然气集团公,SMM,c,NIK12,关联业务,90300090,13,2,0,19562655.6,22727,2.98,20090101,0,9049083.55,0.00,9049083.55,8601
86010101,83000029503,中国石油天然气集团公,SMM,c,NIK02,关联业务,90300090,13,2,0,18586044.5,14054,18586044.50,20100101,365,6944408.17,11752471.90,0.00,8601
86010101,830000300,中国石油天然气集团公,ADD,c,NMK01,关联业务,90300090,1,2,15,0.0,0,0.00,20060425,-1345,0.00,0.00,0.00,8601
86010101,830000310,中国石油天然气股份有,ADD,c,NMK01,关联业务,90300090,1,2,15,0.0,0,0.00,20060426,-1203,0.00,0.00,0.00,8601
86010101,830000310,中国石油天然气股份有,PCA,c,NMK02,关联业务,90300090,6,2,15,0.0,0,0.00,20060426,-981,0.00,0.00,0.00,8601
86010101,830000311,中国石油天然气股份有,PCA,c,NMK02,关联业务,90300090,6,2,0,0.0,0,0.00,20070426,-615,0.00,0.00,0.00,8601
86010101,830000312,中国石油天然气股份有,PCA,c,NMK03,关联业务,90300090,6,2,0,0.0,0,0.00,20080426,-250,0.00,0.00,0.00,8601
86010101,830000313,中国石油天然气股份有,PCA,c,NMK03,关联业务,90300090,6,2,0,40482.0,0,12757.02,20090426,115,0.00,0.00,0.00,8601
86010101,830000320,北京石油机械厂,ADD,c,NMK01,关联业务,90300090,1,2,15,0.0,0,0.00,20060426,-981,0.00,0.00,0.00,8601
86010101,830000330,中国石油集团工程设计,DD,c,MGK01,关联业务,90300090,3,2,15,0.0,0,0.00,20060427,-980,0.00,0.00,0.00,8601
86010101,830000330,中国石油集团工程设计,ADD,c,NMK01,关联业务,90300090,1,2,15,0.0,0,0.00,20060427,-980,0.00,0.00,0.00,8601
86010101,830000331,中国石油集团工程设计,DD,c,MGK01,关联业务,90300090,3,2,15,0.0,0,0.00,20070427,-614,0.00,0.00,0.00,8601
86010101,830000331,中国石油集团工程设计,ADD,c,NMK01,关联业务,90300090,1,2,15,0.0,0,0.00,20070427,-614,0.00,0.00,0.00,8601
86010101,830000332,中国石油集团工程设计,DD,c,MGK01,关联业务,90300090,3,2,0,0.0,0,0.00,20080427,-249,0.00,0.00,0.00,8601
86010101,830000332,中国石油集团工程设计,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20080427,-249,0.00,0.00,0.00,8601
86010101,830000360,威立雅水务技术服务(?,HI,g,MKK01,经纪公司,90300052,12,1,10,0.0,0,0.00,20060501,-976,0.00,0.00,0.00,8601
86010101,830000360,威立雅水务技术服务(?,TL,g,NAK01,经纪公司,90300052,7,1,10,0.0,0,0.00,20060501,-976,0.00,0.00,0.00,8601
86010101,830000361,威立雅水务技术服务(?,HI,g,MKK01,经纪公司,90300052,12,1,10,0.0,0,0.00,20070501,-610,0.00,0.00,0.00,8601
86010101,830000361,威立雅水务技术服务(?,TL,g,NAK01,经纪公司,90300052,7,1,10,0.0,0,0.00,20070501,-610,0.00,0.00,0.00,8601
86010101,83000036400,北京兴油工程建设监理,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20070803,-516,0.00,0.00,0.00,8601
86010101,83000036400,北京兴油工程建设监理,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20070803,-516,0.00,0.00,0.00,8601
86010101,83000036400,北京兴油工程建设监理,PCA,c,NMK02,关联业务,90300090,6,2,0,0.0,0,0.00,20070803,-516,0.00,0.00,0.00,8601
86010101,83000036401,北京兴油工程建设监理,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20080803,-151,0.00,0.00,0.00,8601
86010101,83000036401,北京兴油工程建设监理,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20080803,-151,0.00,0.00,0.00,8601
86010101,83000036401,北京兴油工程建设监理,PCA,c,NMK03,关联业务,90300090,6,2,0,0.0,0,0.00,20080803,-151,0.00,0.00,0.00,8601
86010101,83000036402,北京兴油工程建设监理,AMR,c,MIK01,关联业务,90300090,9,2,0,534.0,0,313.05,20090803,214,0.00,0.00,0.00,8601
86010101,83000036402,北京兴油工程建设监理,ADD,c,NMK01,关联业务,90300090,1,2,0,495.0,0,290.25,20090803,214,0.00,0.00,0.00,8601
86010101,83000036402,北京兴油工程建设监理,PCA,c,NMK03,关联业务,90300090,6,2,0,471.0,0,276.15,20090803,214,0.00,0.00,0.00,8601
86010101,83000043900,中国石油集团钻井工程,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20070901,-487,0.00,0.00,0.00,8601
86010101,83000043900,中国石油集团钻井工程,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20070901,-487,0.00,0.00,0.00,8601
86010101,83000043900,中国石油集团钻井工程,PCA,c,NMK02,关联业务,90300090,6,2,0,0.0,0,0.00,20070901,-487,0.00,0.00,0.00,8601
86010101,83000043901,中国石油集团钻井工程,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20080901,-122,0.00,0.00,0.00,8601
86010101,83000043901,中国石油集团钻井工程,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20080901,-122,0.00,0.00,0.00,8601
86010101,83000043901,中国石油集团钻井工程,PCA,c,NMK03,关联业务,90300090,6,2,0,0.0,0,0.00,20080901,-122,0.00,0.00,0.00,8601
86010101,83000043902,中国石油集团钻井工程,AMR,c,MIK01,关联业务,90300090,9,2,0,5339.0,0,2267.67,20090901,90,0.00,0.00,0.00,8601
86010101,83000043902,中国石油集团钻井工程,ADD,c,NMK01,关联业务,90300090,1,2,0,3934.0,0,1669.14,20090901,90,0.00,0.00,0.00,8601
86010101,83000043902,中国石油集团钻井工程,PCA,c,NMK03,关联业务,90300090,6,2,0,10397.0,0,4414.51,20090901,90,0.00,0.00,0.00,8601
86010101,830000440,中国石油天然气股份有,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20060519,-958,0.00,0.00,0.00,8601
86010101,830000440,中国石油天然气股份有,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20060519,-958,0.00,0.00,0.00,8601
86010101,830000440,中国石油天然气股份有,PCA,c,NMK02,关联业务,90300090,6,2,0,0.0,0,0.00,20060519,-958,0.00,0.00,0.00,8601
86010101,830000441,中国石油天然气股份有,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20070519,-592,0.00,0.00,0.00,8601
86010101,830000441,中国石油天然气股份有,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20070519,-592,0.00,0.00,0.00,8601
86010101,830000441,中国石油天然气股份有,PCA,c,NMK02,关联业务,90300090,6,2,0,0.0,0,0.00,20070519,-592,0.00,0.00,0.00,8601
86010101,830000442,中国石油天然气股份有,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20080519,-227,0.00,0.00,0.00,8601
86010101,830000442,中国石油天然气股份有,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20080519,-227,0.00,0.00,0.00,8601
86010101,830000442,中国石油天然气股份有,PCA,c,NMK03,关联业务,90300090,6,2,0,0.0,0,0.00,20080519,-227,0.00,0.00,0.00,8601
86010101,83000045200,上海派印市场咨询服务,WMP,c,NIK03,关联业务,90300090,11,2,0,0.0,0,0.00,20070901,-487,0.00,0.00,0.00,8601
86010101,83000045201,上海派印市场咨询服务,WMP,c,NIK03,关联业务,90300090,11,2,0,0.0,0,0.00,20080901,-122,0.00,0.00,0.00,8601
86010101,830000460,北京市紫京四方石油技,AMR,c,MIK01,关联业务,90300090,9,2,15,0.0,0,0.00,20060526,-951,0.00,0.00,0.00,8601
86010101,830000460,北京市紫京四方石油技,HI,c,MKK01,关联业务,90300090,12,2,15,0.0,0,0.00,20060526,-951,0.00,0.00,0.00,8601
86010101,830000460,北京市紫京四方石油技,ADD,c,NMK01,关联业务,90300090,1,2,15,0.0,0,0.00,20060526,-951,0.00,0.00,0.00,8601
86010101,83000046800,中国石油天然气集团公,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20070915,-473,0.00,0.00,0.00,8601
86010101,83000046800,中国石油天然气集团公,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20070915,-473,0.00,0.00,0.00,8601
86010101,83000046801,中国石油天然气集团公,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20080915,-108,0.00,0.00,0.00,8601
86010101,83000046801,中国石油天然气集团公,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20080915,-108,0.00,0.00,0.00,8601
86010101,83000048600,中国石油集团工程设计,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20070902,-486,0.00,0.00,0.00,8601
86010101,83000048600,中国石油集团工程设计,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20070902,-486,0.00,0.00,0.00,8601
86010101,83000048600,中国石油集团工程设计,PCA,c,NMK02,关联业务,90300090,6,2,0,0.0,0,0.00,20070902,-486,0.00,0.00,0.00,8601
86010101,83000048601,中国石油集团工程设计,AMR,c,MIK01,关联业务,90300090,9,2,0,0.0,0,0.00,20080902,-121,0.00,0.00,0.00,8601
86010101,83000048601,中国石油集团工程设计,ADD,c,NMK01,关联业务,90300090,1,2,0,0.0,0,0.00,20080902,-121,0.00,0.00,0.00,8601
86010101,83000048601,中国石油集团工程设计,PCA,c,NMK03,关联业务,90300090,6,2,0,0.0,0,0.00,20080902,-121,0.00,0.00,0.00,8601
86010101,83000048602,中国石油集团工程设计,AMR,c,MIK01,关联业务,90300090,9,2,0,1851.2,0,1242.80,20090903,245,0.00,0.00,0.00,8601
86010101,83000048602,中国石油集团工程设计,ADD,c,NMK01,关联业务,90300090,1,2,0,1716.0,0,1151.80,20090903,245,0.00,0.00,0.00,8601
86010101,83000048602,中国石油集团工程设计,PCA,c,NMK03,关联业务,90300090,6,2,0,1632.8,0,1096.16,20090903,245,0.00,0.00,0.00,8601
86010101,83000048900,梅赛德斯－奔驰（中国,HI,g,MKK01,经纪公司,90300062,12,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000048900,梅赛德斯－奔驰（中国,TL,g,NAK01,经纪公司,90300062,7,1,10,0.0,0,0.00,20070901,-818,0.00,0.00,0.00,8601
86010101,83000048900,梅赛德斯－奔驰（中国,CMM,g,NIK01,经纪公司,90300062,10,1,5,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000048900,梅赛德斯－奔驰（中国,SMM,g,NIK02,经纪公司,90300062,13,1,5,0.0,0,0.00,20070901,-818,0.00,0.00,0.00,8601
86010101,83000048900,梅赛德斯－奔驰（中国,SMM,g,NIK12,经纪公司,90300062,13,1,5,0.0,0,0.00,20070901,-738,0.00,0.00,0.00,8601
86010101,83000048900,梅赛德斯－奔驰（中国,ADD,g,NMK01,经纪公司,90300062,1,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000048901,梅赛德斯－奔驰（中国,HI,g,MKK01,经纪公司,90300062,12,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000048901,梅赛德斯－奔驰（中国,TL,g,NAK01,经纪公司,90300062,7,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000048901,梅赛德斯－奔驰（中国,CMM,g,NIK01,经纪公司,90300062,10,1,0,0.0,1,0.00,20080101,-365,43.85,0.00,43.85,8601
86010101,83000048901,梅赛德斯－奔驰（中国,SMM,g,NIK02,经纪公司,90300062,13,1,5,0.0,3,0.00,20080101,-365,517.01,0.00,517.01,8601
86010101,83000048901,梅赛德斯－奔驰（中国,SMM,g,NIK12,经纪公司,90300062,13,1,5,0.0,0,0.00,20080101,-710,0.00,0.00,0.00,8601
86010101,83000048901,梅赛德斯－奔驰（中国,ADD,g,NMK01,经纪公司,90300062,1,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000048902,梅赛德斯—奔驰（中国,AMR,g,MIK01,经纪公司,90300062,9,1,0,300.9,0,0.00,20090101,0,0.00,0.00,0.00,8601
86010101,83000048902,梅赛德斯—奔驰（中国,HI,g,MKK01,经纪公司,90300062,12,1,5,36255.6,1,0.38,20090101,0,600.00,12.00,600.00,8601
86010101,83000048902,梅赛德斯—奔驰（中国,TL,g,NAK01,经纪公司,90300062,7,1,10,240490.5,0,3.69,20090101,0,0.00,0.00,0.00,8601
86010101,83000048902,梅赛德斯—奔驰（中国,CMM,g,NIK01,经纪公司,90300062,10,1,5,11577.0,78,0.00,20090101,0,18914.42,397.60,18914.42,8601
86010101,83000048902,梅赛德斯—奔驰（中国,SMM,g,NIK02,经纪公司,90300062,13,1,5,792448.1,742,8.36,20090101,0,353203.98,3677.17,353203.98,8601
86010101,83000048902,梅赛德斯—奔驰（中国,ADD,g,NMK01,经纪公司,90300062,1,1,10,133726.5,0,2.04,20090101,0,0.00,0.00,0.00,8601
86010101,83000048903,梅赛德斯-奔驰（中国?,HI,g,MKK01,经纪公司,90300062,12,1,5,43601.4,3,43601.02,20100101,214,4000.00,990.00,0.00,8601
86010101,83000048903,梅赛德斯-奔驰（中国?,TL,g,NAK01,经纪公司,90300062,7,1,10,248649.3,0,248647.39,20100101,122,0.00,0.00,0.00,8601
86010101,83000048903,梅赛德斯-奔驰（中国?,CMM,g,NIK01,经纪公司,90300062,10,1,5,29272.3,364,29272.30,20100101,365,109960.21,69335.67,0.00,8601
86010101,83000048903,梅赛德斯-奔驰（中国?,SMM,g,NIK02,经纪公司,90300062,13,1,5,952977.7,1286,952969.35,20100101,93,656485.88,452758.08,0.00,8601
86010101,83000048903,梅赛德斯-奔驰（中国?,ADD,g,NMK01,经纪公司,90300062,1,1,10,177608.1,0,177606.74,20100101,214,0.00,0.00,0.00,8601
86010101,83000049000,克莱斯勒（中国）汽车,HI,g,MKK01,经纪公司,90300062,12,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049000,克莱斯勒（中国）汽车,TL,g,NAK01,经纪公司,90300062,7,1,10,0.0,0,0.00,20070901,-792,0.00,0.00,0.00,8601
86010101,83000049000,克莱斯勒（中国）汽车,CMM,g,NIK01,经纪公司,90300062,10,1,5,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049000,克莱斯勒（中国）汽车,SMM,g,NIK02,经纪公司,90300062,13,1,5,0.0,0,0.00,20070901,-761,0.00,0.00,0.00,8601
86010101,83000049000,克莱斯勒（中国）汽车,SMM,g,NIK12,经纪公司,90300062,13,1,5,0.0,0,0.00,20070901,-762,0.00,0.00,0.00,8601
86010101,83000049000,克莱斯勒（中国）汽车,ADD,g,NMK01,经纪公司,90300062,1,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049001,克莱斯勒（中国）汽车,HI,g,MKK01,经纪公司,90300062,12,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049001,克莱斯勒（中国）汽车,TL,g,NAK01,经纪公司,90300062,7,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049001,克莱斯勒（中国）汽车,CMM,g,NIK01,经纪公司,90300062,10,1,0,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049001,克莱斯勒（中国）汽车,SMM,g,NIK02,经纪公司,90300062,13,1,5,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049001,克莱斯勒（中国）汽车,SMM,g,NIK12,经纪公司,90300062,13,1,5,0.0,0,0.00,20080101,-412,0.00,0.00,0.00,8601
86010101,83000049001,克莱斯勒（中国）汽车,ADD,g,NMK01,经纪公司,90300062,1,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049100,戴姆勒－克莱斯勒汽车,HI,g,MKK01,经纪公司,90300062,12,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049100,戴姆勒－克莱斯勒汽车,TL,g,NAK01,经纪公司,90300062,7,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049100,戴姆勒－克莱斯勒汽车,CMM,g,NIK01,经纪公司,90300062,10,1,5,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049100,戴姆勒－克莱斯勒汽车,SMM,g,NIK02,经纪公司,90300062,13,1,5,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049100,戴姆勒－克莱斯勒汽车,SMM,g,NIK12,经纪公司,90300062,13,1,5,0.0,0,0.00,20070901,-839,0.00,0.00,0.00,8601
86010101,83000049100,戴姆勒－克莱斯勒汽车,ADD,g,NMK01,经纪公司,90300062,1,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049101,戴姆勒－克莱斯勒汽车,HI,g,MKK01,经纪公司,90300062,12,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049101,戴姆勒－克莱斯勒汽车,TL,g,NAK01,经纪公司,90300062,7,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049101,戴姆勒－克莱斯勒汽车,CMM,g,NIK01,经纪公司,90300062,10,1,0,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049101,戴姆勒－克莱斯勒汽车,SMM,g,NIK02,经纪公司,90300062,13,1,5,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049101,戴姆勒－克莱斯勒汽车,SMM,g,NIK12,经纪公司,90300062,13,1,5,0.0,0,0.00,20080101,-531,0.00,0.00,0.00,8601
86010101,83000049101,戴姆勒－克莱斯勒汽车,ADD,g,NMK01,经纪公司,90300062,1,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049102,梅赛德斯-奔驰汽车金?,HI,g,MKK01,经纪公司,90300062,12,1,5,6009.3,0,0.00,20090101,-61,0.00,0.00,0.00,8601
86010101,83000049102,梅赛德斯-奔驰汽车金?,TL,g,NAK01,经纪公司,90300062,7,1,10,38631.0,0,0.00,20090101,0,0.00,0.00,0.00,8601
86010101,83000049102,梅赛德斯-奔驰汽车金?,CMM,g,NIK01,经纪公司,90300062,10,1,5,0.0,8,0.00,20090101,0,1359.67,5.55,1359.67,8601
86010101,83000049102,梅赛德斯-奔驰汽车金?,SMM,g,NIK02,经纪公司,90300062,13,1,5,131345.3,131,0.00,20090101,0,61920.06,320.67,61920.06,8601
86010101,83000049102,梅赛德斯-奔驰汽车金?,ADD,g,NMK01,经纪公司,90300062,1,1,10,21461.6,0,0.00,20090101,0,0.00,0.00,0.00,8601
86010101,83000049103,梅赛德斯-奔驰汽车金?,HI,g,MKK01,经纪公司,90300062,12,1,5,8241.2,1,8241.20,20100101,108,700.00,63.00,0.00,8601
86010101,83000049103,梅赛德斯-奔驰汽车金?,TL,g,NAK01,经纪公司,90300062,7,1,10,43311.0,0,43311.00,20100101,292,0.00,0.00,0.00,8601
86010101,83000049103,梅赛德斯-奔驰汽车金?,CMM,g,NIK01,经纪公司,90300062,10,1,5,2977.5,26,2977.50,20100101,365,7833.64,2746.81,0.00,8601
86010101,83000049103,梅赛德斯-奔驰汽车金?,SMM,g,NIK02,经纪公司,90300062,13,1,5,180117.2,195,180117.20,20100101,139,99738.40,93135.03,0.00,8601
86010101,83000049103,梅赛德斯-奔驰汽车金?,ADD,g,NMK01,经纪公司,90300062,1,1,10,30936.1,0,30936.10,20100101,56,0.00,0.00,0.00,8601
86010101,83000049200,戴姆勒-克莱斯勒东北?,HI,g,MKK01,经纪公司,90300062,12,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049200,戴姆勒-克莱斯勒东北?,TL,g,NAK01,经纪公司,90300062,7,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049200,戴姆勒-克莱斯勒东北?,CMM,g,NIK01,经纪公司,90300062,10,1,5,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049200,戴姆勒-克莱斯勒东北?,SMM,g,NIK02,经纪公司,90300062,13,1,5,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049200,戴姆勒-克莱斯勒东北?,SMM,g,NIK12,经纪公司,90300062,13,1,5,0.0,0,0.00,20070901,-822,0.00,0.00,0.00,8601
86010101,83000049200,戴姆勒-克莱斯勒东北?,ADD,g,NMK01,经纪公司,90300062,1,1,10,0.0,0,0.00,20070901,-731,0.00,0.00,0.00,8601
86010101,83000049201,戴姆勒.克莱斯勒东北?,HI,g,MKK01,经纪公司,90300062,12,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049201,戴姆勒.克莱斯勒东北?,TL,g,NAK01,经纪公司,90300062,7,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049201,戴姆勒.克莱斯勒东北?,CMM,g,NIK01,经纪公司,90300062,10,1,0,0.0,3,0.00,20080101,-365,251.72,0.00,251.72,8601
86010101,83000049201,戴姆勒.克莱斯勒东北?,SMM,g,NIK02,经纪公司,90300062,13,1,5,0.0,4,0.00,20080101,-365,596.74,0.00,596.74,8601
86010101,83000049201,戴姆勒.克莱斯勒东北?,SMM,g,NIK12,经纪公司,90300062,13,1,5,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049201,戴姆勒.克莱斯勒东北?,ADD,g,NMK01,经纪公司,90300062,1,1,10,0.0,0,0.00,20080101,-365,0.00,0.00,0.00,8601
86010101,83000049202,戴姆勒东北亚投资有限,HI,g,MKK01,经纪公司,90300062,12,1,5,18839.9,2,0.00,20090101,0,5200.00,0.00,5200.00,8601
86010101,83000049202,戴姆勒东北亚投资有限,TL,g,NAK01,经纪公司,90300062,7,1,10,122911.0,0,0.00,20090101,0,0.00,0.00,0.00,8601
86010101,83000049202,戴姆勒东北亚投资有限,CMM,g,NIK01,经纪公司,90300062,10,1,5,5600.0,38,0.00,20090101,0,12218.44,47.95,12218.44,8601
86010101,83000049202,戴姆勒东北亚投资有限,SMM,g,NIK02,经纪公司,90300062,13,1,5,411775.9,467,0.00,20090101,0,249914.90,2656.46,249914.90,8601
